id,timestamp,source,type,label,quantity,unit,notes,label-ifno
3567,5/24/2017,Daily Record,mood,insomnia,4,out of 6,,
3568,5/24/2017,Daily Record,mood,irritability,1,out of 6,,
3569,5/25/2017,Clue,mood,,pms,,,
3570,5/25/2017,Clue,mood,,sad,,,
3571,5/25/2017,Daily Record,mood,anxiety,4,out of 6,,
3572,5/25/2017,Daily Record,mood,insomnia,5,out of 6,,
3573,5/25/2017,Daily Record,mood,irritability,3,out of 6,,
3574,5/26/2017,Daily Record,mood,anxiety,4,out of 6,,
3575,5/26/2017,Daily Record,mood,insomnia,4,out of 6,,
3576,5/26/2017,Daily Record,mood,irritability,3,out of 6,,
3577,5/28/2017,Daily Record,mood,anxiety,4,out of 6,,
3578,5/28/2017,Daily Record,mood,insomnia,1,out of 6,,
3579,5/28/2017,Daily Record,mood,irritability,3,out of 6,,
3580,5/29/2017,Daily Record,mood,anxiety,4,out of 6,,
3581,5/29/2017,Daily Record,mood,insomnia,1,out of 6,,
3582,5/29/2017,Daily Record,mood,irritability,3,out of 6,,
3583,12/13/2014,Clue,pain,,cramps,,,
3584,1/18/2015,Clue,pain,,headache,,,
3585,3/26/2015,Clue,pain,,cramps,,,
3586,3/26/2015,Clue,pain,,headache,,,
3587,3/27/2015,Clue,pain,,cramps,,,
3588,3/27/2015,Clue,pain,,headache,,,
3589,3/28/2015,Clue,pain,,headache,,,
3590,3/29/2015,Clue,pain,,headache,,,
3591,3/30/2015,Clue,pain,,headache,,,
3592,6/16/2015,Clue,pain,,headache,,,
3593,6/17/2015,Clue,pain,,headache,,,
3594,6/18/2015,Clue,pain,,headache,,,
3595,6/19/2015,Clue,pain,,headache,,,
3596,6/20/2015,Clue,pain,,headache,,,
3597,7/3/2015,Clue,pain,,headache,,,
3598,7/5/2015,Clue,pain,,headache,,,
3599,7/6/2015,Clue,pain,,headache,,,
3600,7/25/2015,Clue,pain,,headache,,,
3601,8/5/2015,Clue,pain,,cramps,,,
3602,8/14/2015,Clue,pain,,headache,,,
3603,8/29/2015,Clue,pain,,cramps,,,
3604,8/29/2015,Clue,pain,,headache,,,
3605,8/30/2015,Clue,pain,,cramps,,,
3606,8/30/2015,Clue,pain,,headache,,,
3607,9/1/2015,Clue,pain,,headache,,,
3608,9/2/2015,Clue,pain,,cramps,,,
3609,9/7/2015,Clue,pain,,headache,,,
3610,9/14/2015,Clue,pain,,cramps,,,
3611,9/16/2015,Clue,pain,,headache,,,
3612,10/6/2015,Clue,pain,,cramps,,,
3613,10/14/2015,Clue,pain,,cramps,,,
3614,10/14/2015,Clue,pain,,headache,,,
3615,10/15/2015,Clue,pain,,cramps,,,
3616,10/17/2015,Clue,pain,,headache,,,
3617,10/29/2015,Clue,pain,,cramps,,,
3618,10/29/2015,Clue,pain,,headache,,,
3619,11/18/2015,Clue,pain,,cramps,,,
3620,11/19/2015,Clue,pain,,headache,,,
3621,12/31/2015,Clue,pain,,cramps,,,
3622,1/1/2016,Clue,pain,,headache,,,
3623,1/2/2016,Clue,pain,,headache,,,
3624,2/1/2016,Clue,pain,,cramps,,,
3625,4/2/2016,Clue,pain,,headache,,,
3626,4/7/2016,Clue,pain,,cramps,,,
3627,5/15/2016,Clue,pain,,cramps,,,
3628,5/16/2016,Clue,pain,,cramps,,,
3629,5/17/2016,Clue,pain,,cramps,,,
3630,6/17/2016,Clue,pain,,cramps,,,
3631,6/18/2016,Clue,pain,,cramps,,,
3632,7/16/2016,Clue,pain,,headache,,,
3633,7/16/2016,Clue,pain,,pain medication,,,
3634,7/18/2016,Clue,pain,,cramps,,,
3635,7/21/2016,Clue,pain,,headache,,,
3636,7/22/2016,Clue,pain,,headache,,,
3637,7/23/2016,Clue,pain,,headache,,,
3638,7/28/2016,Clue,pain,,headache,,,
3639,7/30/2016,Clue,pain,,headache,,,
3640,7/31/2016,Clue,pain,,headache,,,
3641,8/1/2016,Clue,pain,,headache,,,
3642,8/2/2016,Clue,pain,,headache,,,
3643,8/3/2016,Clue,pain,,headache,,,
3644,8/7/2016,Clue,pain,,headache,,,
3645,8/11/2016,Clue,pain,,headache,,,
3646,8/14/2016,Clue,pain,,cramps,,,
3647,8/17/2016,Clue,pain,,headache,,,
3648,8/17/2016,MigraineCoach,pain,lasted,2,hrs,,
3649,8/17/2016,MigraineCoach,pain,,moderate,severity,,
3650,8/22/2016,Clue,pain,,cramps,,,
3651,8/23/2016,Clue,pain,,cramps,,,
3652,8/24/2016,Clue,pain,,headache,,,
3653,8/24/2016,MigraineCoach,pain,lasted,7,hrs,,
3654,8/24/2016,MigraineCoach,pain,,moderate,severity,,
3655,8/26/2016,Clue,pain,,headache,,,
3656,8/26/2016,MigraineCoach,pain,lasted,2,hrs,,
3657,8/26/2016,MigraineCoach,pain,,moderate,severity,,
3658,8/28/2016,Clue,pain,,headache,,,
3659,8/28/2016,MigraineCoach,pain,lasted,13,hrs,,
3660,8/28/2016,MigraineCoach,pain,,high,severity,,
3661,8/31/2016,Clue,pain,,headache,,,
3662,8/31/2016,Clue,pain,,pain medication,,,
3663,8/31/2016,MigraineCoach,pain,lasted,10,hrs,,
3664,8/31/2016,MigraineCoach,pain,,moderate,severity,,
3665,9/1/2016,Clue,pain,,headache,,,
3666,9/1/2016,MigraineCoach,pain,lasted,5,hrs,,
3667,9/1/2016,MigraineCoach,pain,,moderate,severity,,
3668,9/3/2016,Clue,pain,,headache,,,
3669,9/3/2016,MigraineCoach,pain,lasted,4,hrs,,
3670,9/3/2016,MigraineCoach,pain,,moderate,severity,,
3671,9/4/2016,Clue,pain,,headache,,,
3672,9/4/2016,Clue,pain,,pain medication,,,
3673,9/4/2016,MigraineCoach,pain,lasted,5,hrs,,
3674,9/4/2016,MigraineCoach,pain,,moderate,severity,,
3675,9/5/2016,Clue,pain,,headache,,,
3676,9/6/2016,Clue,pain,,headache,,,
3677,9/6/2016,MigraineCoach,pain,lasted,5,hrs,,
3678,9/6/2016,MigraineCoach,pain,,high,severity,,
3679,9/7/2016,Clue,pain,,headache,,,
3680,9/7/2016,MigraineCoach,pain,lasted,3,hrs,,
3681,9/7/2016,MigraineCoach,pain,,moderate,severity,,
3682,9/9/2016,Clue,pain,,headache,,,
3683,9/9/2016,MigraineCoach,pain,lasted,14,hrs,,
3684,9/9/2016,MigraineCoach,pain,,light,severity,,
3685,9/10/2016,Clue,pain,,headache,,,
3686,9/10/2016,Clue,pain,,ovulation pain,,,
3687,9/10/2016,Clue,pain,,pain medication,,,
3688,9/11/2016,Clue,pain,,ovulation pain,,,
3689,9/11/2016,MigraineCoach,pain,lasted,3,hrs,,
3690,9/11/2016,MigraineCoach,pain,,high,severity,,
3691,9/16/2016,Clue,pain,,headache,,,
3692,9/16/2016,Clue,pain,,pain medication,,,
3693,9/16/2016,MigraineCoach,pain,lasted,3,hrs,,
3694,9/16/2016,MigraineCoach,pain,,moderate,severity,,
3695,9/22/2016,Clue,pain,,headache,,,
3696,9/22/2016,Clue,pain,,pain medication,,,
3697,9/22/2016,MigraineCoach,pain,lasted,8,hrs,,
3698,9/22/2016,MigraineCoach,pain,,high,severity,,
3699,9/23/2016,Clue,pain,,headache,,,
3700,9/23/2016,Clue,pain,,pain medication,,,
3701,9/23/2016,MigraineCoach,pain,lasted,14,hrs,,
3702,9/23/2016,MigraineCoach,pain,,high,severity,,
3703,9/24/2016,Clue,pain,,cramps,,,
3704,9/25/2016,Clue,pain,,headache,,,
3705,9/25/2016,Clue,pain,,pain medication,,,
3706,9/25/2016,MigraineCoach,pain,lasted,6,hrs,,
3707,9/25/2016,MigraineCoach,pain,,disabling,severity,,
3708,9/26/2016,Clue,pain,,headache,,,
3709,9/26/2016,MigraineCoach,pain,lasted,17,hrs,,
3710,9/26/2016,MigraineCoach,pain,,high,severity,,
3711,9/28/2016,Clue,pain,,headache,,,
3712,9/28/2016,MigraineCoach,pain,lasted,3,hrs,,
3713,9/28/2016,MigraineCoach,pain,,high,severity,,
3714,9/29/2016,Clue,pain,,cramps,,,
3715,9/29/2016,Clue,pain,,headache,,,
3716,9/29/2016,Clue,pain,,pain medication,,,
3717,9/29/2016,MigraineCoach,pain,lasted,2,hrs,,
3718,9/29/2016,MigraineCoach,pain,,high,severity,,
3719,9/30/2016,Clue,pain,,headache,,,
3720,9/30/2016,Clue,pain,,pain medication,,,
3721,9/30/2016,MigraineCoach,pain,lasted,8,hrs,,
3722,9/30/2016,MigraineCoach,pain,,disabling,severity,,
3723,10/6/2016,Clue,pain,,headache,,,
3724,10/6/2016,Clue,pain,,pain medication,,,
3725,10/6/2016,MigraineCoach,pain,lasted,5,hrs,,
3726,10/6/2016,MigraineCoach,pain,,light,severity,,
3727,10/7/2016,Clue,pain,,headache,,,
3728,10/8/2016,Clue,pain,,headache,,,
3729,10/8/2016,Clue,pain,,pain medication,,,
3730,10/8/2016,MigraineCoach,pain,lasted,6,hrs,,
3731,10/8/2016,MigraineCoach,pain,,moderate,severity,,
3732,10/9/2016,MigraineCoach,pain,lasted,3,hrs,,
3733,10/9/2016,MigraineCoach,pain,,moderate,severity,,
3734,10/10/2016,Clue,pain,,headache,,,
3735,10/10/2016,MigraineCoach,pain,lasted,3,hrs,,
3736,10/10/2016,MigraineCoach,pain,,light,severity,,
3737,10/12/2016,Clue,pain,,headache,,,
3738,10/12/2016,Clue,pain,,pain medication,,,
3739,10/13/2016,Clue,pain,,headache,,,
3740,10/13/2016,Clue,pain,,ovulation pain,,,
3741,10/13/2016,MigraineCoach,pain,lasted,7,hrs,,
3742,10/13/2016,MigraineCoach,pain,,moderate,severity,,
3743,10/14/2016,Clue,pain,,headache,,,
3744,10/14/2016,Clue,pain,,pain medication,,,
3745,10/14/2016,MigraineCoach,pain,lasted,6,hrs,,
3746,10/14/2016,MigraineCoach,pain,,moderate,severity,,
3747,10/17/2016,Clue,pain,,headache,,,
3748,10/17/2016,MigraineCoach,pain,lasted,10,hrs,,
3749,10/17/2016,MigraineCoach,pain,,moderate,severity,,
3750,10/19/2016,Clue,pain,,headache,,,
3751,10/19/2016,Clue,pain,,pain medication,,,
3752,10/19/2016,MigraineCoach,pain,lasted,5,hrs,,
3753,10/19/2016,MigraineCoach,pain,,moderate,severity,,
3754,10/20/2016,MigraineCoach,pain,lasted,3,hrs,,
3755,10/20/2016,MigraineCoach,pain,,moderate,severity,,
3756,10/21/2016,MigraineCoach,pain,lasted,3,hrs,,
3757,10/21/2016,MigraineCoach,pain,,moderate,severity,,
3758,10/22/2016,MigraineCoach,pain,lasted,1,hrs,,
3759,10/22/2016,MigraineCoach,pain,,moderate,severity,,
3760,10/23/2016,Clue,pain,,headache,,,
3761,10/24/2016,Clue,pain,,headache,,,
3762,10/24/2016,MigraineCoach,pain,lasted,1,day,,
3763,10/24/2016,MigraineCoach,pain,,high,severity,,
3764,10/27/2016,MigraineCoach,pain,lasted,7,hrs,,
3765,10/27/2016,MigraineCoach,pain,,disabling,severity,,
3766,11/2/2016,Clue,pain,,cramps,,,
3767,11/3/2016,Clue,pain,,cramps,,,
3768,11/4/2016,Clue,pain,,cramps,,,
3769,11/6/2016,Clue,pain,,headache,,,
3770,11/6/2016,Clue,pain,,pain medication,,,
3771,11/6/2016,MigraineCoach,pain,lasted,3,hrs,,
3772,11/6/2016,MigraineCoach,pain,,moderate,severity,,
3773,11/9/2016,Clue,pain,,pain medication,,,
3774,11/10/2016,Clue,pain,,headache,,,
3775,11/10/2016,MigraineCoach,pain,lasted,1,day,,
3776,11/10/2016,MigraineCoach,pain,,moderate,severity,,
3777,11/12/2016,Clue,pain,,headache,,,
3778,11/12/2016,MigraineCoach,pain,lasted,2,hrs,,
3779,11/12/2016,MigraineCoach,pain,,moderate,severity,,
3780,11/14/2016,Clue,pain,,headache,,,
3781,11/15/2016,Clue,pain,,headache,,,
3782,11/15/2016,MigraineCoach,pain,lasted,3,hrs,,
3783,11/15/2016,MigraineCoach,pain,,light,severity,,
3784,11/16/2016,Clue,pain,,headache,,,
3785,11/16/2016,MigraineCoach,pain,lasted,6,hrs,,
3786,11/16/2016,MigraineCoach,pain,,light,severity,,
3787,11/18/2016,Clue,pain,,headache,,,
3788,11/18/2016,MigraineCoach,pain,lasted,9,hrs,,
3789,11/18/2016,MigraineCoach,pain,,moderate,severity,,
3790,11/26/2016,MigraineCoach,pain,lasted,12,hrs,,
3791,11/26/2016,MigraineCoach,pain,,moderate,severity,,
3792,12/4/2016,Clue,pain,,cramps,,,
3793,12/5/2016,Clue,pain,,cramps,,,
3794,12/7/2016,Clue,pain,,headache,,,
3795,12/7/2016,MigraineCoach,pain,lasted,1,day,,
3796,12/7/2016,MigraineCoach,pain,,high,severity,,
3797,12/8/2016,Clue,pain,,headache,,,
3798,12/8/2016,Clue,pain,,pain medication,,,
3799,12/9/2016,Clue,pain,,headache,,,
3800,12/9/2016,Clue,pain,,pain medication,,,
3801,12/9/2016,MigraineCoach,pain,lasted,1,day,,
3802,12/9/2016,MigraineCoach,pain,,high,severity,,
3803,12/11/2016,Clue,pain,,headache,,,
3804,12/11/2016,MigraineCoach,pain,lasted,9,hrs,,
3805,12/11/2016,MigraineCoach,pain,,moderate,severity,,
3806,12/23/2016,Clue,pain,,headache,,,
3807,12/23/2016,MigraineCoach,pain,lasted,3,days,,
3808,12/23/2016,MigraineCoach,pain,,moderate,severity,,
3809,12/24/2016,Clue,pain,,headache,,,
3810,12/25/2016,Clue,pain,,headache,,,
3811,12/26/2016,Clue,pain,,headache,,,
3812,12/27/2016,Clue,pain,,headache,,,
3813,12/27/2016,MigraineCoach,pain,lasted,19,hrs,,
3814,12/27/2016,MigraineCoach,pain,,high,severity,,
3815,12/29/2016,Clue,pain,,headache,,,
3816,12/30/2016,Clue,pain,,headache,,,
3817,12/30/2016,Clue,pain,,ovulation pain,,,
3818,12/30/2016,MigraineCoach,pain,lasted,1,day,,
3819,12/30/2016,MigraineCoach,pain,,high,severity,,
3820,12/31/2016,Clue,pain,,headache,,,
3821,12/31/2016,Clue,pain,,ovulation pain,,,
3822,1/6/2017,Clue,pain,,cramps,,,
3823,1/9/2017,Clue,pain,,headache,,,
3824,1/10/2017,Clue,pain,,headache,,,
3825,1/10/2017,MigraineCoach,pain,lasted,23,hrs,,
3826,1/10/2017,MigraineCoach,pain,,light,severity,,
3827,1/12/2017,MigraineCoach,pain,lasted,1,day,,
3828,1/12/2017,MigraineCoach,pain,,light,severity,,
3829,1/18/2017,Clue,pain,,headache,,,
3830,1/18/2017,MigraineCoach,pain,lasted,2,hrs,,
3831,1/18/2017,MigraineCoach,pain,,moderate,severity,,
3832,1/25/2017,Clue,pain,,cramps,,,
3833,1/25/2017,Clue,pain,,ovulation pain,,,
3834,1/30/2017,Clue,pain,,headache,,,
3835,1/30/2017,MigraineCoach,pain,lasted,15,hrs,,
3836,1/30/2017,MigraineCoach,pain,,moderate,severity,,
3837,1/31/2017,Clue,pain,,headache,,,
3838,2/3/2017,Clue,pain,,headache,,,
3839,2/3/2017,MigraineCoach,pain,lasted,1,day,,
3840,2/3/2017,MigraineCoach,pain,,light,severity,,
3841,2/4/2017,Clue,pain,,headache,,,
3842,2/7/2017,Clue,pain,,cramps,,,
3843,2/8/2017,Clue,pain,,headache,,,
3844,2/9/2017,Clue,pain,,headache,,,
3845,2/10/2017,Clue,pain,,headache,,,
3846,2/12/2017,MigraineCoach,pain,lasted,13,hrs,,
3847,2/12/2017,MigraineCoach,pain,,moderate,severity,,
3848,2/14/2017,Clue,pain,,headache,,,
3849,2/14/2017,MigraineCoach,pain,lasted,4,hrs,,
3850,2/14/2017,MigraineCoach,pain,,moderate,severity,,
3851,2/15/2017,Clue,pain,,headache,,,
3852,2/15/2017,MigraineCoach,pain,lasted,1,day,,
3853,2/15/2017,MigraineCoach,pain,,light,severity,,
3854,2/17/2017,Clue,pain,,headache,,,
3855,2/19/2017,Clue,pain,,headache,,,
3856,2/19/2017,Clue,pain,,pain medication,,,
3857,2/20/2017,MigraineCoach,pain,lasted,3,hrs,,
3858,2/20/2017,MigraineCoach,pain,,high,severity,,
3859,2/23/2017,MigraineCoach,pain,lasted,3,hrs,,
3860,2/23/2017,MigraineCoach,pain,,moderate,severity,,
3861,3/1/2017,Clue,pain,,cramps,,,
3862,3/2/2017,Clue,pain,,cramps,,,
3863,3/3/2017,Clue,pain,,headache,,,
3864,3/7/2017,Clue,pain,,cramps,,,
3865,3/7/2017,Clue,pain,,headache,,,
3866,3/7/2017,MigraineCoach,pain,lasted,2,hrs,,
3867,3/7/2017,MigraineCoach,pain,,light,severity,,
3868,3/8/2017,Clue,pain,,cramps,,,
3869,3/8/2017,Clue,pain,,headache,,,
3870,3/8/2017,Clue,pain,,pain medication,,,
3871,3/9/2017,MigraineCoach,pain,lasted,23,hrs,,
3872,3/9/2017,MigraineCoach,pain,,moderate,severity,,
3873,3/11/2017,Clue,pain,,cramps,,,
3874,3/12/2017,Clue,pain,,cramps,,,
3875,3/13/2017,Clue,pain,,cramps,,,
3876,3/14/2017,Clue,pain,,headache,,,
3877,3/15/2017,Clue,pain,,headache,,,
3878,3/16/2017,Clue,pain,,headache,,,
3879,3/17/2017,Clue,pain,,cramps,,,
3880,3/21/2017,Clue,pain,,pain medication,,,
3881,3/24/2017,Clue,pain,,headache,,,
3882,3/27/2017,Clue,pain,,headache,,,
3883,3/27/2017,Clue,pain,,pain medication,,,
3884,3/28/2017,Clue,pain,,headache,,,
3885,3/29/2017,Clue,pain,,headache,,,
3886,3/30/2017,Clue,pain,,headache,,,
3887,3/31/2017,Clue,pain,,headache,,,
3888,4/1/2017,Clue,pain,,headache,,,
3889,4/1/2017,Clue,pain,,pain medication,,,
3890,4/4/2017,Clue,pain,,headache,,,
3891,4/4/2017,Clue,pain,,pain medication,,,
3892,4/14/2017,Clue,pain,,headache,,,
3893,4/15/2017,Clue,pain,,headache,,,
3894,4/17/2017,Clue,pain,,cramps,,,
3895,4/19/2017,Clue,pain,,headache,,,
3896,4/19/2017,Clue,pain,,pain medication,,,
3897,4/22/2017,Clue,pain,,headache,,,
3898,5/7/2017,Clue,pain,,headache,,,
3899,5/8/2017,Clue,pain,,headache,,,
3900,5/9/2017,Clue,pain,,headache,,,
3901,5/10/2017,Clue,pain,,headache,,,
3902,5/11/2017,Clue,pain,,headache,,,
3903,5/12/2017,Clue,pain,,cramps,,,
3904,5/19/2017,Daily Record,pain,,mild,headache,,
3905,5/21/2017,Clue,pain,,headache,,,
3906,5/21/2017,Daily Record,pain,,moderate,headache,,
3907,5/25/2017,Clue,pain,,cramps,,,
3908,5/26/2017,Daily Record,pain,,moderate,headache,,
3909,7/22/2014,Clue,period,,medium,period,,
3910,7/23/2014,Clue,period,,heavy,period,,
3911,7/24/2014,Clue,period,,medium,period,,
3912,7/25/2014,Clue,period,,light,period,,
3913,7/26/2014,Clue,period,,light,period,,
3914,8/26/2014,Clue,period,,medium,period,,
3915,8/27/2014,Clue,period,,medium,period,,
3916,8/28/2014,Clue,period,,medium,period,,
3917,9/25/2014,Clue,period,,medium,period,,
3918,9/26/2014,Clue,period,,medium,period,,
3919,9/27/2014,Clue,period,,medium,period,,
3920,11/6/2014,Clue,period,,medium,period,,
3921,11/7/2014,Clue,period,,medium,period,,
3922,11/8/2014,Clue,period,,medium,period,,
3923,12/12/2014,Clue,period,,heavy,period,,
3924,12/13/2014,Clue,period,,heavy,period,,
3925,12/14/2014,Clue,period,,heavy,period,,
3926,1/21/2015,Clue,period,,medium,period,,
3927,1/22/2015,Clue,period,,medium,period,,
3928,1/23/2015,Clue,period,,medium,period,,
3929,2/21/2015,Clue,period,,medium,period,,
3930,2/22/2015,Clue,period,,heavy,period,,
3931,2/23/2015,Clue,period,,medium,period,,
3932,2/24/2015,Clue,period,,medium,period,,
3933,3/26/2015,Clue,period,,medium,period,,
3934,3/27/2015,Clue,period,,heavy,period,,
3935,3/28/2015,Clue,period,,medium,period,,
3936,3/29/2015,Clue,period,,medium,period,,
3937,3/30/2015,Clue,period,,light,period,,
3938,6/15/2015,Clue,period,,light,period,,
3939,6/16/2015,Clue,period,,medium,period,,
3940,6/17/2015,Clue,period,,medium,period,,
3941,6/18/2015,Clue,period,,light,period,,
3942,6/19/2015,Clue,period,,light,period,,
3943,8/5/2015,Clue,period,,spotting,period,,
3944,8/6/2015,Clue,period,,medium,period,,
3945,8/7/2015,Clue,period,,medium,period,,
3946,8/8/2015,Clue,period,,light,period,,
3947,9/14/2015,Clue,period,,heavy,period,,
3948,9/15/2015,Clue,period,,heavy,period,,
3949,9/16/2015,Clue,period,,heavy,period,,
3950,10/14/2015,Clue,period,,medium,period,,
3951,10/15/2015,Clue,period,,heavy,period,,
3952,10/16/2015,Clue,period,,medium,period,,
3953,10/17/2015,Clue,period,,light,period,,
3954,11/20/2015,Clue,period,,light,period,,
3955,11/21/2015,Clue,period,,heavy,period,,
3956,11/22/2015,Clue,period,,medium,period,,
3957,11/23/2015,Clue,period,,light,period,,
3958,11/24/2015,Clue,period,,light,period,,
3959,11/25/2015,Clue,period,,light,period,,
3960,12/31/2015,Clue,period,,heavy,period,,
3961,1/1/2016,Clue,period,,heavy,period,,
3962,1/2/2016,Clue,period,,medium,period,,
3963,1/31/2016,Clue,period,,light,period,,
3964,2/1/2016,Clue,period,,heavy,period,,
3965,2/2/2016,Clue,period,,heavy,period,,
3966,2/3/2016,Clue,period,,medium,period,,
3967,2/4/2016,Clue,period,,light,period,,
3968,3/4/2016,Clue,period,,heavy,period,,
3969,3/5/2016,Clue,period,,heavy,period,,
3970,3/6/2016,Clue,period,,medium,period,,
3971,3/7/2016,Clue,period,,medium,period,,
3972,4/7/2016,Clue,period,,heavy,period,,
3973,4/8/2016,Clue,period,,heavy,period,,
3974,4/9/2016,Clue,period,,light,period,,
3975,4/10/2016,Clue,period,,light,period,,
3976,5/16/2016,Clue,period,,medium,period,,
3977,5/17/2016,Clue,period,,heavy,period,,
3978,5/18/2016,Clue,period,,medium,period,,
3979,6/17/2016,Clue,period,,medium,period,,
3980,6/18/2016,Clue,period,,heavy,period,,
3981,6/19/2016,Clue,period,,light,period,,
3982,6/20/2016,Clue,period,,spotting,period,,
3983,6/21/2016,Clue,period,,spotting,period,,
3984,7/18/2016,Clue,period,,heavy,period,,
3985,7/19/2016,Clue,period,,heavy,period,,
3986,7/20/2016,Clue,period,,light,period,,
3987,7/21/2016,Clue,period,,light,period,,
3988,7/22/2016,Clue,period,,light,period,,
3989,8/22/2016,Clue,period,,medium,period,,
3990,8/23/2016,Clue,period,,heavy,period,,
3991,8/24/2016,Clue,period,,light,period,,
3992,8/25/2016,Clue,period,,light,period,,
3993,8/26/2016,Clue,period,,light,period,,
3994,9/29/2016,Clue,period,,medium,period,,
3995,9/30/2016,Clue,period,,medium,period,,
3996,10/1/2016,Clue,period,,light,period,,
3997,10/2/2016,Clue,period,,light,period,,
3998,11/2/2016,Clue,period,,heavy,period,,
3999,11/3/2016,Clue,period,,heavy,period,,
4000,11/4/2016,Clue,period,,light,period,,
4001,11/5/2016,Clue,period,,light,period,,
4002,12/4/2016,Clue,period,,medium,period,,
4003,12/5/2016,Clue,period,,heavy,period,,
4004,12/6/2016,Clue,period,,medium,period,,
4005,12/7/2016,Clue,period,,light,period,,
4006,12/8/2016,Clue,period,,light,period,,
4007,12/9/2016,Clue,period,,spotting,period,,
4008,1/6/2017,Clue,period,,heavy,period,,
4009,1/7/2017,Clue,period,,medium,period,,
4010,1/8/2017,Clue,period,,light,period,,
4011,1/9/2017,Clue,period,,light,period,,
4012,1/10/2017,Clue,period,,light,period,,
4013,2/7/2017,Clue,period,,light,period,,
4014,2/8/2017,Clue,period,,heavy,period,,
4015,2/9/2017,Clue,period,,medium,period,,
4016,2/10/2017,Clue,period,,light,period,,
4017,3/16/2017,Clue,period,,medium,period,,
4018,3/17/2017,Clue,period,,heavy,period,,
4019,3/18/2017,Clue,period,,medium,period,,
4020,3/19/2017,Clue,period,,light,period,,
4021,4/16/2017,Clue,period,,medium,period,,
4022,4/17/2017,Clue,period,,heavy,period,,
4023,4/18/2017,Clue,period,,medium,period,,
4024,4/19/2017,Clue,period,,light,period,,
4025,4/20/2017,Clue,period,,light,period,,
4026,7/11/2016,UCSD Student Health,Potassium,potassium,3.8,mmol/L,,potassium
4027,8/1/2015,RescueTime,productivity,,0h 1m 16s,productive,,
4028,8/1/2015,RescueTime,productivity,,0h 1m 41s,on computer,,
4029,8/3/2015,RescueTime,productivity,,0h 40m 6s,productive,,
4030,8/3/2015,RescueTime,productivity,,1h 14m 49s,on computer,,
4031,8/4/2015,RescueTime,productivity,,4h 39m 53s,productive,,
4032,8/4/2015,RescueTime,productivity,,8h 49m 18s,on computer,,
4033,8/5/2015,RescueTime,productivity,,1h 1m 24s,productive,,
4034,8/5/2015,RescueTime,productivity,,1h 53m 27s,on computer,,
4035,8/6/2015,RescueTime,productivity,,3h 16m 32s,productive,,
4036,8/6/2015,RescueTime,productivity,,3h 30m 41s,on computer,,
4037,8/7/2015,RescueTime,productivity,,1h 10m 12s,productive,,
4038,8/7/2015,RescueTime,productivity,,1h 57m 31s,on computer,,
4039,8/9/2015,RescueTime,productivity,,0h 22m 29s,productive,,
4040,8/9/2015,RescueTime,productivity,,1h 22m 47s,on computer,,
4041,8/10/2015,RescueTime,productivity,,0h 35m 50s,productive,,
4042,8/10/2015,RescueTime,productivity,,2h 55m 53s,on computer,,
4043,8/11/2015,RescueTime,productivity,,1h 45m 12s,productive,,
4044,8/11/2015,RescueTime,productivity,,5h 7m 0s,on computer,,
4045,8/12/2015,RescueTime,productivity,,4h 34m 9s,productive,,
4046,8/12/2015,RescueTime,productivity,,6h 28m 43s,on computer,,
4047,8/13/2015,RescueTime,productivity,,2h 46m 14s,productive,,
4048,8/13/2015,RescueTime,productivity,,6h 31m 25s,on computer,,
4049,8/14/2015,RescueTime,productivity,,3h 0m 10s,productive,,
4050,8/14/2015,RescueTime,productivity,,3h 29m 48s,on computer,,
4051,8/15/2015,RescueTime,productivity,,4h 40m 50s,productive,,
4052,8/15/2015,RescueTime,productivity,,5h 37m 31s,on computer,,
4053,8/16/2015,RescueTime,productivity,,0h 12m 16s,productive,,
4054,8/16/2015,RescueTime,productivity,,1h 14m 34s,on computer,,
4055,8/17/2015,RescueTime,productivity,,6h 40m 44s,productive,,
4056,8/17/2015,RescueTime,productivity,,7h 55m 23s,on computer,,
4057,8/18/2015,RescueTime,productivity,,3h 21m 29s,productive,,
4058,8/18/2015,RescueTime,productivity,,4h 13m 15s,on computer,,
4059,8/19/2015,RescueTime,productivity,,3h 19m 48s,productive,,
4060,8/19/2015,RescueTime,productivity,,6h 33m 2s,on computer,,
4061,8/20/2015,RescueTime,productivity,,4h 41m 3s,productive,,
4062,8/20/2015,RescueTime,productivity,,6h 33m 13s,on computer,,
4063,8/21/2015,RescueTime,productivity,,7h 2m 29s,productive,,
4064,8/21/2015,RescueTime,productivity,,7h 47m 26s,on computer,,
4065,8/22/2015,RescueTime,productivity,,2h 37m 44s,productive,,
4066,8/22/2015,RescueTime,productivity,,3h 37m 19s,on computer,,
4067,8/23/2015,RescueTime,productivity,,3h 43m 58s,productive,,
4068,8/23/2015,RescueTime,productivity,,4h 1m 22s,on computer,,
4069,8/24/2015,RescueTime,productivity,,1h 19m 54s,on computer,,
4070,8/24/2015,RescueTime,productivity,,1h 5m 20s,productive,,
4071,8/25/2015,RescueTime,productivity,,1h 19m 13s,productive,,
4072,8/25/2015,RescueTime,productivity,,1h 19m 34s,on computer,,
4073,8/26/2015,RescueTime,productivity,,5h 44m 39s,productive,,
4074,8/26/2015,RescueTime,productivity,,6h 6m 41s,on computer,,
4075,8/27/2015,RescueTime,productivity,,1h 30m 26s,productive,,
4076,8/27/2015,RescueTime,productivity,,1h 34m 58s,on computer,,
